id,Producator,Dimensiune,Detalii,Aplicatie,Pret ROTIS cu TVA,Odai,Braila,Cluj,Cod articol
5261,DUNLOP,275/55/R19,GRANDTREK WINTER M3,4X4 IARNA,1434.9,4,0,0,AD2755519HGTKM3
5223,DUNLOP,225/55/R17,WINTER SPORT 4D RUN FLAT,IARNA,785.19,8,0,0,AD2255517HW4DR
5162,DUNLOP,255/50/R19,WINTER SPORT 5,IARNA,863.52,30,0,0,AD2555019VWIS5X
5163,DUNLOP,295/40/R20,WINTER SPORT 4D,IARNA,1200,6,0,0,AD2954020VWIS4D
5142,VIKING,165/60/R15,WINTECH,IARNA,198.03,0,4,0,AVI1656015TWT
5200,GOODYEAR,205/70/R15C,CARGO ULTRA GRIP 2,IARNA,464.28,2,0,0,AG2057015CGUG2
5211,CONTINENTAL,235/50/R19,WINTER CONTACT TS850P,IARNA,1060.66,3,0,0,AC2355019VTS85X
5161,DUNLOP,195/55/R16,WINTER SPORT 4D,IARNA,449.23,7,0,0,AD1955516TW4D
5151,SEMPERIT,215/60/R16,MASTER GRIP 2,IARNA,381,3,0,0,ASE2156016HMG2X
5152,VIKING,175/70/R14,WINTECH,IARNA,162.78,10,0,0,AVI1757014TWT
5374,KUMHO,"205/75/R17,5",RS03,DIRECTIE REGIONAL VARA,745.11,4,0,0,AK20575175RS03
5173,CONTINENTAL,225/45/R17,WINTER CONTACT TS850P SSR,IARNA,871.98,4,0,0,AC2254518HTS85S
5164,SEMPERIT,175/65/R15,MASTER GRIP 2,IARNA,192.83,1,0,0,ASE1756515TMG2
5165,VIKING,155/65/R14,WINTECH,IARNA,132.85,2,8,8,AVI1556514TWT
5166,CONTINENTAL,235/50/R18,CONTI WINTER CONTACT TS850P SUV,IARNA,845.27,7,0,0,AC2355018HTS85
5167,PIRELLI,255/35/R18,W240 SOTTO ZERO2 RUN FLAT,IARNA,1200.85,4,0,0,AP2553518VSZ2R
5222,DUNLOP,225/45/R17,WINTER SPORT 4D RUN FLAT,IARNA,672.02,4,0,0,AD2254517HW4DR
5170,VIKING,215/55/R16,FOUR TECH,ALL SEASONS All Season,326.7,2,0,0,AVI2155516VFTX
5228,DUNLOP,235/55/R20,GRANDTREK SJ 6,IARNA,924.27,2,0,0,AD2355520RSJ6
5180,VIKING,205/65/R16C,WINTECH VAN,LT IARNA,352.48,3,0,0,AVI2056516CRWT
5188,VIKING,195/70/R15C,WINTECH VAN,LT IARNA,256.56,28,0,0,AVI1957015CRWIV
5363,GENERAL TIRE,215/65/R16,SNOW GRABBER+,4X4 IARNA,353.17,30,0,0,AGT2156516HSGP
5325,NOKIAN,215/55/R18,WR SUV 3,4X4 IARNA,755.42,2,4,0,AN2155518VWRS3X
5224,DUNLOP,225/60/R17,WINTER SPORT 5,IARNA,757.5,8,0,0,AD2256017VW5XL
5193,SILVERSTONE,225/40/R18,ATLANTIS V7,VARA,232,2,0,0,ASV2254018WAV7X
5313,BARUM,195/65/R16C,SNOVANIS 2,LT IARNA,322.7,2,0,0,ABR1956516CTSN2
5214,HANKOOK,205/65/R16C,RA28,LT VARA,400,19,0,0,AH2056516CTRA28
5195,VIKING,235/60/R18,WINTECH,IARNA,449.46,30,4,4,AVI2356018VWTHX
5230,DUNLOP,245/45/R19,WINTER SPORT 3D RUN FLAT,IARNA,1103.54,2,0,0,AD2454519VW3DRX
5205,TOYO,185/60/R15,GSI5 OBSERVE,IARNA,168.74,2,0,0,ATO1856015QGSI5
5206,VIKING,195/55/R15,FOUR TECH,ALL SEASONS All Season,222.01,3,0,0,AVI1955515HFT
5335,NOKIAN,235/45/R17,WEATHERPROOF,ALL SEASONS All Season,567.75,5,0,0,AN2354517VWTF
5216,VIKING,195/65/R15,WINTECH,IARNA,172.8,1,0,0,AVI1956515TWT
5217,VIKING,205/55/R16,WINTECH,IARNA,237.76,0,2,0,AVI2055516HWTX
5218,YOKOHAMA,255/65/R17,G015,4X4 VARA,670.68,1,0,0,AY2556517HG015
5235,DUNLOP,265/35/R20,WINTER SPORT 3D,IARNA,1454.54,4,0,0,AD2653520VSP3D
5384,MICHELIN,225/45/R17,ALPIN 5,IARNA,657.05,1,0,0,AM2254517HA5X
5236,DUNLOP,275/40/R19,WINTER SPORT 3D,IARNA,1448.65,4,0,0,AD2754019VW3D
5237,GOODYEAR,185/65/R15,ULTRA GRIP 9,IARNA,266.62,1,0,0,AG1856515TUG9
5338,NOKIAN,235/65/R17,WEATHERPROOF SUV,4X4 All Season,598.09,4,0,0,AN2356517HWPRX
5359,SEMPERIT,195/50/R15,SPEED GRIP 3,IARNA,239.05,19,0,0,ASE1955015HSG3
5373,KUMHO,"13//R22,5",MD31,CAMIOANE VARA,1682.54,4,0,0,AK13225MD31
5387,PIRELLI,205/65/R15,WINTER 190 SNOW CONTROL 3,IARNA,408.23,4,0,0,AP2056515TW19C3
5317,CONTINENTAL,"385/55/R19,5",CONTI HYBRID HT3,TRAILER REGIONAL VARA,2414.71,1,0,0,AC38555195JHT3H
5257,CONTINENTAL,285/40/R20,WINTER CONTACT TS850P SUV,4X4 IARNA,1300.65,4,0,0,AC2854020VTS85X
5246,PIRELLI,205/60/R17,WINTER SOTTO ZERO 3,IARNA,697.73,4,0,0,AP2056017HWSZ3
5247,PIRELLI,215/55/R17,WINTER SOTTOZERO 3,IARNA,645.21,1,0,0,AP2155517VWSZ3X
5248,PIRELLI,225/50/R17,WINTER SOTTO ZERO 3,IARNA,594.42,3,0,0,AP2255017HWSZ3X
5251,PIRELLI,235/50/R19,SCORPION WINTER,4X4 IARNA,886.26,2,0,0,AP2355019HSWX
5252,PIRELLI,255/35/R18,WINTER SOTTO ZERO 3,IARNA,939.39,4,0,0,AP2553518VSZ3X
5253,PIRELLI,255/55/R19,SCORPION WINTER AO,IARNA,1070.13,4,0,0,AP2555519HSCWT
5254,PIRELLI,295/40/R20,SCORPION WINTER,4X4 IARNA,1465.3,4,0,0,AP2954020VSW
5255,VIKING,205/55/R16,WINTECH,IARNA,213.25,0,0,28,AVI2055516HWT
5347,PIRELLI,235/65/R18,SCORPION WINTER,4X4 IARNA,791.12,8,0,0,AP2356518HSWX
5291,NOKIAN,225/45/R18,WR A4 RUN FLAT,IARNA,734.98,4,0,0,AN2254518VA4RX
5314,CONTINENTAL,205/65/R15,WINTER CONTACT TS860,IARNA,464.97,1,0,0,AC2056515HTS86
5383,HIFLY,195/75/R16C,WINTER TRANSIT,LT IARNA,262.51,30,0,0,AHI1957516CRWI
5321,GOODYEAR,195/55/R15,ULTRA GRIP PERFORMANCE G1,IARNA,410.61,1,0,0,AG1955515HUGPER
5350,KELLY,145/70/R13,WINTER ST,IARNA,121.89,28,0,0,AKE1457013TWI
5318,DUNLOP,235/55/R17,WINTER SPORT 5,IARNA,744.4,20,0,0,AD2355517VWS5X
5294,PIRELLI,185/50/R16,WINTER CINTURATO,IARNA,413.48,2,0,0,AP1855016TWC
5295,PIRELLI,185/55/R15,WINTER CINTURATO,IARNA,365.62,2,0,0,AP1855515TWCI
5296,PIRELLI,205/45/R17,WINTER SOTTO ZERO 3,IARNA,627.11,8,0,0,AP2054517VWSZ3X
5298,PIRELLI,205/55/R17,W210 SOTTO ZERO 2 RUN FLAT,IARNA,780.62,4,0,0,AP2055517HWS2R
5300,PIRELLI,215/60/R17,SCORPION WINTER,4X4 IARNA,700.08,4,0,0,AP2156017VSWX
5301,PIRELLI,225/45/R19,WINTER SOTTO ZERO 3,IARNA,991.92,15,0,0,AP2254519HWSZ3X
5351,NOKIAN,285/40/R21,WR SUV 3,4X4 IARNA,1846.14,16,0,0,AN2854021VWRS3
5302,PIRELLI,225/60/R17,WINTER SOTTO ZERO 3,IARNA,768.36,20,0,0,AP2256017HWSZ3
5305,PIRELLI,255/60/R18,SCORPION WINTER,4X4 IARNA,791.12,4,0,0,AP2556018HSCWX
5307,SEMPERIT,155/60/R15,MASTER GRIP 2,IARNA,230.18,2,0,0,ASE1556015TMG2
5308,VREDESTEIN,235/55/R19,WINTRAC XTREME S,4X4 IARNA,773.02,4,0,0,AV2355519VXSX
5330,NOKIAN,175/70/R14,WEATHERPROOF,ALL SEASONS All Season,280.6,4,0,0,AN1757014TWPR
5352,NOKIAN,215/50/R17,WEATHERPROOF,ALL SEASONS All Season,639.15,4,0,0,AN2155017VWTPX
5312,VIKING,175/70/R13,WINTECH,IARNA,141.13,30,6,2,AVI1757013TWT
5333,NOKIAN,225/45/R18,WEATHERPROOF,ALL SEASONS All Season,700.01,6,0,0,AN2254518VWTFX
5379,BARUM,225/70/R16,POLARIS 3,4X4 IARNA,393.34,4,0,0,ABR2257016TP3X
5354,NOKIAN,215/65/R17,WEATHERPROOF SUV,4X4 All Season,667.21,12,0,0,AN2156517HWPRSX
5371,TIGAR,235/65/R16C,CARGO SPEED WINTER,LT IARNA,393.11,10,0,0,ATI2356516CRCSW
5355,GENERAL TIRE,215/60/R17,SNOW GRABBER PLUS,4X4 IARNA,461.74,12,0,0,AGT2156017HSGP
5357,SEMPERIT,215/55/R17,SPEED GRIP 3,IARNA,493.84,4,0,0,ASE2155517VSG3X
5385,MICHELIN,245/35/R20,PILOT ALPIN N1 GRNX,IARNA,1842.83,0,2,0,AM2453520VPA
5339,NOKIAN,255/55/R18,WEATHERPROOF SUV,4X4 All Season,673.04,8,0,0,AN2555518VWPRX
5366,GOLDLINE,195/75/R16C,GLTW91,LT IARNA,247.04,10,0,0,AGO1957516CR91
5381,DEBICA,195/75/R16C,FRIGO,LT IARNA,328.24,30,0,0,ADB1957516CQFR
5386,MATADOR,205/65/R16C,MPS 400,LT All Season,331.77,8,0,0,AMT2056516CT400
5340,PIRELLI,225/60/R18,WINTER SOTTO ZERO 3 RUN FLAT,IARNA,1052.63,4,0,0,AP2256018HSZ3RX
5341,PIRELLI,235/35/R19,WINTER SOTTO ZERO 3,IARNA,1087.65,12,0,0,AP2353519VWSZ3X
5342,PIRELLI,255/45/R20,SCORPION WINTER,4X4 IARNA,1228.9,4,0,0,AP2554520VSCW
5343,PIRELLI,265/45/R21,SCORPION WINTER,4X4 IARNA,1415.1,4,0,0,AP2654521HSWI
5344,PIRELLI,285/45/R19,SCORPION WINTER,IARNA,1233.55,4,0,0,AP2854519VSWINT
5345,PIRELLI,295/35/R21,SCORPION WINTER,4X4 IARNA,1430.27,7,0,0,AP2953521VSWX
5364,MICHELIN,215/60/R16,PRIMACY 3,VARA,593.86,4,0,0,AM2156016VP3X
5348,VIKING,165/65/R15,WINTECH,IARNA,177.39,0,0,2,AVI1656515TWT
5349,VIKING,165/70/R13,WINTECH,IARNA,131.73,0,18,0,AVI1657013TWT
5365,CONTINENTAL,275/40/R20,WINTER CONTACT TS860S,IARNA,1215.95,30,0,0,AC2754020V86SX
5368,GENERAL TIRE,275/45/R20,SNOW GRABBER+,4X4 IARNA,571.97,12,0,0,AGT2754520VSGPX
5369,TIGAR,225/70/R15C,CARGO SP WINTER,LT IARNA,311.3,4,0,0,ATI2257015CCARW
5367,GOLDLINE,235/65/R16C,GLTW91,LT IARNA,298.74,4,0,0,AGO2356516CR91
5362,BRIDGESTONE,205/70/R16,LM001,IARNA,403.31,30,0,0,AB2057016HLM001
5378,BARUM,205/65/R15,POLARIS 3,IARNA,292.01,8,0,0,ABR2056515HP3
5372,VIKING,205/65/R15,WINTECH,IARNA,251.48,2,0,0,AVI2056515TWT
5388,VIKING,225/45/R17,WINTECH,IARNA,290.53,3,0,0,AVI2254517HWT
